,Sign,Type
27316,./lenet_images/8R5LRTXbyDOy6McQ6P9yVw_9.jpg,other-sign
27317,./lenet_images/8R5LRTXbyDOy6McQ6P9yVw_10.jpg,other-sign
27318,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_0.jpg,warning--pass-left-or-right--g1
27319,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_1.jpg,complementary--chevron-left--g1
27320,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_2.jpg,other-sign
27321,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_3.jpg,regulatory--maximum-speed-limit-50--g6
27322,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_4.jpg,other-sign
27323,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_5.jpg,warning--pedestrians-crossing--g4
27324,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_6.jpg,other-sign
27325,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_7.jpg,other-sign
27326,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_8.jpg,complementary--chevron-left--g1
27327,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_9.jpg,other-sign
27328,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_10.jpg,other-sign
27329,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_11.jpg,other-sign
27330,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_12.jpg,other-sign
27331,./lenet_images/8r9azXPh9Qk5D1O2qvhnGg_13.jpg,other-sign
27332,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_0.jpg,regulatory--no-stopping--g2
27333,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_1.jpg,regulatory--no-stopping--g2
27334,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_2.jpg,other-sign
27335,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_3.jpg,other-sign
27336,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_4.jpg,other-sign
27337,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_5.jpg,other-sign
27338,./lenet_images/8RAGbv-kmo-5fwbuT6HByw_6.jpg,other-sign
27339,./lenet_images/8rb9-OS54DoC7DcixnOvzA_0.jpg,other-sign
27340,./lenet_images/8Rc88IsgEsO007axV3Om9Q_0.jpg,other-sign
27341,./lenet_images/8Rc88IsgEsO007axV3Om9Q_1.jpg,regulatory--no-parking--g1
27342,./lenet_images/8Rc88IsgEsO007axV3Om9Q_2.jpg,other-sign
27343,./lenet_images/8Rc88IsgEsO007axV3Om9Q_3.jpg,other-sign
27344,./lenet_images/8Rc88IsgEsO007axV3Om9Q_4.jpg,other-sign
27345,./lenet_images/8Rc88IsgEsO007axV3Om9Q_5.jpg,other-sign
27346,./lenet_images/8Rc88IsgEsO007axV3Om9Q_6.jpg,other-sign
27347,./lenet_images/8Rc88IsgEsO007axV3Om9Q_7.jpg,other-sign
27348,./lenet_images/8Rc88IsgEsO007axV3Om9Q_8.jpg,other-sign
27349,./lenet_images/8Rc88IsgEsO007axV3Om9Q_9.jpg,other-sign
27350,./lenet_images/8Rc88IsgEsO007axV3Om9Q_10.jpg,other-sign
27351,./lenet_images/8Rc88IsgEsO007axV3Om9Q_11.jpg,other-sign
27352,./lenet_images/8Rc88IsgEsO007axV3Om9Q_12.jpg,other-sign
27353,./lenet_images/8Rc88IsgEsO007axV3Om9Q_13.jpg,other-sign
27354,./lenet_images/8Rc88IsgEsO007axV3Om9Q_14.jpg,regulatory--priority-road--g4
27355,./lenet_images/8Rc88IsgEsO007axV3Om9Q_15.jpg,warning--railroad-crossing-without-barriers--g1
27356,./lenet_images/8RePT8tKjS3DSkuGNtjrfw_0.jpg,warning--railroad-crossing-without-barriers--g4
27357,./lenet_images/8RePT8tKjS3DSkuGNtjrfw_1.jpg,other-sign
27358,./lenet_images/8RePT8tKjS3DSkuGNtjrfw_2.jpg,other-sign
27359,./lenet_images/8RJkeQWRncwv9gmXKXTsvA_0.jpg,information--disabled-persons--g1
27360,./lenet_images/8RJkeQWRncwv9gmXKXTsvA_1.jpg,information--parking--g3
27361,./lenet_images/8rKY6dfdZC61kEZ2cCFvBw_0.jpg,other-sign
27362,./lenet_images/8RP9kSdySpi87ZV8n3DqaQ_0.jpg,other-sign
27363,./lenet_images/8RP9kSdySpi87ZV8n3DqaQ_1.jpg,other-sign
27364,./lenet_images/8rpbHwo4his9XbuEYIgplg_0.jpg,other-sign
27365,./lenet_images/8rpbHwo4his9XbuEYIgplg_1.jpg,complementary--turn-left--g2
27366,./lenet_images/8rpbHwo4his9XbuEYIgplg_2.jpg,other-sign
27367,./lenet_images/8rpbHwo4his9XbuEYIgplg_3.jpg,other-sign
27368,./lenet_images/8rpbHwo4his9XbuEYIgplg_4.jpg,other-sign
27369,./lenet_images/8rpbHwo4his9XbuEYIgplg_5.jpg,other-sign
27370,./lenet_images/8rpbHwo4his9XbuEYIgplg_6.jpg,other-sign
27371,./lenet_images/8rpbHwo4his9XbuEYIgplg_7.jpg,other-sign
27372,./lenet_images/8rpbHwo4his9XbuEYIgplg_8.jpg,other-sign
27373,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_0.jpg,regulatory--yield--g1
27374,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_1.jpg,warning--traffic-merges-right--g1
27375,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_2.jpg,warning--accidental-area-unsure--g2
27376,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_3.jpg,other-sign
27377,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_4.jpg,other-sign
27378,./lenet_images/8RpRDaP_1BqAwIZwcWiGMw_5.jpg,warning--accidental-area-unsure--g2
27379,./lenet_images/8rVaf59oa6YYBrF7B0qHzw_0.jpg,other-sign
27380,./lenet_images/8RvNa3-ircT7W28aWwaaOw_0.jpg,regulatory--maximum-speed-limit-15--g1
27381,./lenet_images/8RvNa3-ircT7W28aWwaaOw_1.jpg,regulatory--maximum-speed-limit-15--g1
27382,./lenet_images/8RvNa3-ircT7W28aWwaaOw_2.jpg,other-sign
27383,./lenet_images/8RvNa3-ircT7W28aWwaaOw_3.jpg,warning--other-danger--g1
27384,./lenet_images/8RvNa3-ircT7W28aWwaaOw_4.jpg,other-sign
27385,./lenet_images/8RvNa3-ircT7W28aWwaaOw_5.jpg,other-sign
27386,./lenet_images/8RvNa3-ircT7W28aWwaaOw_6.jpg,other-sign
27387,./lenet_images/8RvNa3-ircT7W28aWwaaOw_7.jpg,other-sign
27388,./lenet_images/8RvNa3-ircT7W28aWwaaOw_8.jpg,other-sign
27389,./lenet_images/8RvNa3-ircT7W28aWwaaOw_9.jpg,other-sign
27390,./lenet_images/8RvNa3-ircT7W28aWwaaOw_10.jpg,other-sign
27391,./lenet_images/8RvNa3-ircT7W28aWwaaOw_11.jpg,other-sign
27392,./lenet_images/8s0gkcO9xLVR17x7ZvRwXQ_0.jpg,regulatory--keep-right--g4
27393,./lenet_images/8S2ueMZPhjrlDDz0C33nhA_0.jpg,other-sign
27394,./lenet_images/8S2ueMZPhjrlDDz0C33nhA_1.jpg,other-sign
27395,./lenet_images/8S2ueMZPhjrlDDz0C33nhA_2.jpg,information--bike-route--g1
27396,./lenet_images/8S2ueMZPhjrlDDz0C33nhA_3.jpg,regulatory--maximum-speed-limit-25--g2
27397,./lenet_images/8S2ueMZPhjrlDDz0C33nhA_4.jpg,other-sign
27398,./lenet_images/8S8_I_j9bIrrTWh7Wgx-qg_0.jpg,other-sign
27399,./lenet_images/8S8_I_j9bIrrTWh7Wgx-qg_1.jpg,warning--railroad-crossing--g1
27400,./lenet_images/8sAcnROnKb0LAD1WEqBhMw_0.jpg,warning--kangaloo-crossing--g1
27401,./lenet_images/8sAcnROnKb0LAD1WEqBhMw_1.jpg,other-sign
27402,./lenet_images/8sAcnROnKb0LAD1WEqBhMw_2.jpg,other-sign
27403,./lenet_images/8sAcnROnKb0LAD1WEqBhMw_3.jpg,other-sign
27404,./lenet_images/8sAcnROnKb0LAD1WEqBhMw_4.jpg,other-sign
27405,./lenet_images/8sAul6AraXerohmtvVhaRw_0.jpg,warning--road-narrows-right--g1
27406,./lenet_images/8sAul6AraXerohmtvVhaRw_1.jpg,regulatory--maximum-speed-limit-30--g1
27407,./lenet_images/8scwZRJ5rP73Fl6PhfjSpQ_0.jpg,warning--trucks-crossing--g1
27408,./lenet_images/8scwZRJ5rP73Fl6PhfjSpQ_1.jpg,other-sign
27409,./lenet_images/8scwZRJ5rP73Fl6PhfjSpQ_2.jpg,other-sign
27410,./lenet_images/8scwZRJ5rP73Fl6PhfjSpQ_3.jpg,other-sign
27411,./lenet_images/8Sgcr-njGucsnrpbJGbWpA_0.jpg,other-sign
27412,./lenet_images/8Sgcr-njGucsnrpbJGbWpA_1.jpg,other-sign
27413,./lenet_images/8Sgcr-njGucsnrpbJGbWpA_2.jpg,other-sign
27414,./lenet_images/8sh-McoXOtUHDjGzMGspHg_0.jpg,other-sign
27415,./lenet_images/8sh-McoXOtUHDjGzMGspHg_1.jpg,other-sign
27416,./lenet_images/8Shh6a89D3bt_TQV1xwRAw_0.jpg,other-sign
27417,./lenet_images/8shvfL87wz4kA34Ra-kvpA_0.jpg,other-sign
27418,./lenet_images/8shvfL87wz4kA34Ra-kvpA_1.jpg,other-sign
27419,./lenet_images/8sIpBOtn_vEwKmDeouN26A_0.jpg,other-sign
27420,./lenet_images/8slN-NzbsdEoNuN_uGdZbw_0.jpg,other-sign
27421,./lenet_images/8slN-NzbsdEoNuN_uGdZbw_1.jpg,other-sign
27422,./lenet_images/8snqEnJlS842pEJOOUf2vA_0.jpg,other-sign
27423,./lenet_images/8snqEnJlS842pEJOOUf2vA_1.jpg,other-sign
27424,./lenet_images/8snqEnJlS842pEJOOUf2vA_2.jpg,other-sign
27425,./lenet_images/8snqEnJlS842pEJOOUf2vA_3.jpg,regulatory--dual-lanes-go-straight-on-right--g1
27426,./lenet_images/8snqEnJlS842pEJOOUf2vA_4.jpg,other-sign
27427,./lenet_images/8snqEnJlS842pEJOOUf2vA_5.jpg,regulatory--left-turn-yield-on-green--g1
27428,./lenet_images/8snqEnJlS842pEJOOUf2vA_6.jpg,other-sign
27429,./lenet_images/8snqEnJlS842pEJOOUf2vA_7.jpg,other-sign
27430,./lenet_images/8snqEnJlS842pEJOOUf2vA_8.jpg,other-sign
27431,./lenet_images/8SPJgQCPckcDSh43p5b6IQ_0.jpg,regulatory--truck-speed-limit-60--g1
27432,./lenet_images/8SPJgQCPckcDSh43p5b6IQ_1.jpg,other-sign
27433,./lenet_images/8sR8Z4JiVZ7chTUiPa106Q_0.jpg,information--end-of-motorway--g1
27434,./lenet_images/8sR8Z4JiVZ7chTUiPa106Q_1.jpg,other-sign
27435,./lenet_images/8sR8Z4JiVZ7chTUiPa106Q_2.jpg,other-sign
27436,./lenet_images/8sR8Z4JiVZ7chTUiPa106Q_3.jpg,information--end-of-motorway--g1
27437,./lenet_images/8sR8Z4JiVZ7chTUiPa106Q_4.jpg,other-sign
27438,./lenet_images/8SuxWZqVRuzL45iXFMlH-A_0.jpg,other-sign
27439,./lenet_images/8SuxWZqVRuzL45iXFMlH-A_1.jpg,other-sign
27440,./lenet_images/8SuxWZqVRuzL45iXFMlH-A_2.jpg,other-sign
27441,./lenet_images/8SuxWZqVRuzL45iXFMlH-A_3.jpg,other-sign
27442,./lenet_images/8sV19Ob3VquYNRZx4MzYSg_0.jpg,other-sign
27443,./lenet_images/8SWachgxkVBC0M6UUOmplw_0.jpg,other-sign
27444,./lenet_images/8SWachgxkVBC0M6UUOmplw_1.jpg,other-sign
27445,./lenet_images/8SWachgxkVBC0M6UUOmplw_2.jpg,other-sign
27446,./lenet_images/8sxOudVHOSN2-qQfsnZRRA_0.jpg,regulatory--stop--g1
27447,./lenet_images/8sxOudVHOSN2-qQfsnZRRA_1.jpg,other-sign
27448,./lenet_images/8sxOudVHOSN2-qQfsnZRRA_2.jpg,other-sign
27449,./lenet_images/8szXtZp3twVxbt9t_Dgaww_0.jpg,information--parking--g1
27450,./lenet_images/8szXtZp3twVxbt9t_Dgaww_1.jpg,other-sign
27451,./lenet_images/8szXtZp3twVxbt9t_Dgaww_2.jpg,regulatory--no-parking--g2
27452,./lenet_images/8szXtZp3twVxbt9t_Dgaww_3.jpg,other-sign
27453,./lenet_images/8szXtZp3twVxbt9t_Dgaww_4.jpg,other-sign
27454,./lenet_images/8szXtZp3twVxbt9t_Dgaww_5.jpg,other-sign
27455,./lenet_images/8szXtZp3twVxbt9t_Dgaww_6.jpg,other-sign
27456,./lenet_images/8szXtZp3twVxbt9t_Dgaww_7.jpg,information--parking--g1
27457,./lenet_images/8szXtZp3twVxbt9t_Dgaww_8.jpg,other-sign
27458,./lenet_images/8szXtZp3twVxbt9t_Dgaww_9.jpg,other-sign
27459,./lenet_images/8T-azASRIoHuTNHPuVJhPQ_0.jpg,other-sign
27460,./lenet_images/8T-azASRIoHuTNHPuVJhPQ_1.jpg,other-sign
27461,./lenet_images/8T-azASRIoHuTNHPuVJhPQ_2.jpg,other-sign
27462,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_0.jpg,other-sign
27463,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_1.jpg,regulatory--keep-right--g4
27464,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_2.jpg,regulatory--no-pedestrians--g2
27465,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_3.jpg,regulatory--keep-right--g4
27466,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_4.jpg,regulatory--priority-road--g4
27467,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_5.jpg,information--airport--g2
27468,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_6.jpg,other-sign
27469,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_7.jpg,other-sign
27470,./lenet_images/8t2AnxcPAYDR7R1rKPD8WA_8.jpg,other-sign
27471,./lenet_images/8t2oaN4Q5vN6yQMjvvtgAQ_0.jpg,other-sign
27472,./lenet_images/8t2oaN4Q5vN6yQMjvvtgAQ_1.jpg,complementary--chevron-left--g3
27473,./lenet_images/8t2oaN4Q5vN6yQMjvvtgAQ_2.jpg,other-sign
27474,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_0.jpg,other-sign
27475,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_1.jpg,information--parking--g6
27476,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_2.jpg,regulatory--maximum-speed-limit-25--g2
27477,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_3.jpg,other-sign
27478,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_4.jpg,other-sign
27479,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_5.jpg,other-sign
27480,./lenet_images/8t7fv6ZQnXAVxZExZyd5Pg_6.jpg,other-sign
27481,./lenet_images/8Ta_mKKEfZnJOHFsOnk92A_0.jpg,regulatory--no-stopping--g15
27482,./lenet_images/8Ta_mKKEfZnJOHFsOnk92A_1.jpg,other-sign
27483,./lenet_images/8TboEJAVK1He3KG3EdM1Dg_0.jpg,warning--road-bump--g1
27484,./lenet_images/8TcY4dErzXf8Qn1ZlkDBvQ_0.jpg,warning--road-bump--g1
27485,./lenet_images/8TcY4dErzXf8Qn1ZlkDBvQ_1.jpg,other-sign
27486,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_0.jpg,other-sign
27487,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_1.jpg,regulatory--maximum-speed-limit-40--g1
27488,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_2.jpg,regulatory--maximum-speed-limit-40--g1
27489,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_3.jpg,other-sign
27490,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_4.jpg,other-sign
27491,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_5.jpg,other-sign
27492,./lenet_images/8tD9KZ4r32oloOwCPfOZ8Q_6.jpg,other-sign
27493,./lenet_images/8TdYxXwiMVS3Bd3m4ydpyQ_0.jpg,other-sign
27494,./lenet_images/8TdYxXwiMVS3Bd3m4ydpyQ_1.jpg,other-sign
27495,./lenet_images/8tdznBhq_xjAqcFgCzBcfQ_0.jpg,regulatory--one-way-left--g3
27496,./lenet_images/8tdznBhq_xjAqcFgCzBcfQ_1.jpg,regulatory--keep-left--g2
27497,./lenet_images/8tdznBhq_xjAqcFgCzBcfQ_2.jpg,other-sign
27498,./lenet_images/8tdznBhq_xjAqcFgCzBcfQ_3.jpg,other-sign
27499,./lenet_images/8tdznBhq_xjAqcFgCzBcfQ_4.jpg,other-sign
27500,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_0.jpg,regulatory--no-heavy-goods-vehicles-or-buses--g1
27501,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_1.jpg,other-sign
27502,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_2.jpg,regulatory--shared-path-pedestrians-and-bicycles--g1
27503,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_3.jpg,regulatory--no-u-turn--g1
27504,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_4.jpg,regulatory--one-way-right--g1
27505,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_5.jpg,regulatory--no-parking--g1
27506,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_6.jpg,regulatory--no-entry--g1
27507,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_7.jpg,regulatory--end-of-prohibition--g1
27508,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_8.jpg,other-sign
27509,./lenet_images/8tEz7pJ0K2ABBSD4d-oolA_9.jpg,other-sign
27510,./lenet_images/8TGncgdNqyRbA380R6jGug_0.jpg,regulatory--no-parking--g1
27511,./lenet_images/8TGncgdNqyRbA380R6jGug_1.jpg,other-sign
27512,./lenet_images/8TGncgdNqyRbA380R6jGug_2.jpg,other-sign
27513,./lenet_images/8TGncgdNqyRbA380R6jGug_3.jpg,other-sign
27514,./lenet_images/8TGncgdNqyRbA380R6jGug_4.jpg,other-sign
27515,./lenet_images/8TGncgdNqyRbA380R6jGug_5.jpg,other-sign
27516,./lenet_images/8TGncgdNqyRbA380R6jGug_6.jpg,other-sign
27517,./lenet_images/8TGncgdNqyRbA380R6jGug_7.jpg,other-sign
27518,./lenet_images/8TGncgdNqyRbA380R6jGug_8.jpg,other-sign
27519,./lenet_images/8TGncgdNqyRbA380R6jGug_9.jpg,other-sign
27520,./lenet_images/8TGncgdNqyRbA380R6jGug_10.jpg,other-sign
27521,./lenet_images/8tHw1vBXxMUyUMHnP-S1Cw_0.jpg,other-sign
27522,./lenet_images/8tHw1vBXxMUyUMHnP-S1Cw_1.jpg,other-sign
27523,./lenet_images/8TItuE_YFjN5B95OdPdCFw_0.jpg,other-sign
27524,./lenet_images/8TItuE_YFjN5B95OdPdCFw_1.jpg,other-sign
27525,./lenet_images/8TJ3G1QJNk72XkIN88rVmw_0.jpg,warning--winding-road-first-left--g1
27526,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_0.jpg,other-sign
27527,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_1.jpg,other-sign
27528,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_2.jpg,regulatory--stop--g1
27529,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_3.jpg,regulatory--no-parking--g2
27530,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_4.jpg,other-sign
27531,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_5.jpg,other-sign
27532,./lenet_images/8TK9Td48PxdrXE5VjTLIrg_6.jpg,other-sign
27533,./lenet_images/8tLlRNt-R_XKLtTGW1vl5g_0.jpg,information--pedestrians-crossing--g1
27534,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_0.jpg,regulatory--maximum-speed-limit-40--g1
27535,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_1.jpg,complementary--distance--g2
27536,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_2.jpg,other-sign
27537,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_3.jpg,other-sign
27538,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_4.jpg,other-sign
27539,./lenet_images/8tLqe2lkHKeZgdiZECGpuA_5.jpg,other-sign
27540,./lenet_images/8TOsQa-UguNueNYqkNd4cw_0.jpg,complementary--chevron-right--g1
27541,./lenet_images/8TOsQa-UguNueNYqkNd4cw_1.jpg,complementary--chevron-right--g1
27542,./lenet_images/8TOsQa-UguNueNYqkNd4cw_2.jpg,complementary--chevron-right--g1
27543,./lenet_images/8TOsQa-UguNueNYqkNd4cw_3.jpg,complementary--chevron-right--g1
27544,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_0.jpg,warning--trucks-crossing--g1
27545,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_1.jpg,warning--trucks-crossing--g1
27546,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_2.jpg,warning--trucks-crossing--g1
27547,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_3.jpg,other-sign
27548,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_4.jpg,other-sign
27549,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_5.jpg,other-sign
27550,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_6.jpg,other-sign
27551,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_7.jpg,other-sign
27552,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_8.jpg,other-sign
27553,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_9.jpg,other-sign
27554,./lenet_images/8tRFhBD0fDcihzJtcyyuzw_10.jpg,other-sign
27555,./lenet_images/8TSKZaeeKU4On9959BPonA_0.jpg,other-sign
27556,./lenet_images/8TSKZaeeKU4On9959BPonA_1.jpg,other-sign
27557,./lenet_images/8TSKZaeeKU4On9959BPonA_2.jpg,warning--roadworks--g2
27558,./lenet_images/8TSKZaeeKU4On9959BPonA_3.jpg,other-sign
27559,./lenet_images/8TSKZaeeKU4On9959BPonA_4.jpg,other-sign
27560,./lenet_images/8TSKZaeeKU4On9959BPonA_5.jpg,other-sign
27561,./lenet_images/8TSKZaeeKU4On9959BPonA_6.jpg,other-sign
27562,./lenet_images/8TSKZaeeKU4On9959BPonA_7.jpg,other-sign
27563,./lenet_images/8TSKZaeeKU4On9959BPonA_8.jpg,other-sign
27564,./lenet_images/8TSKZaeeKU4On9959BPonA_9.jpg,other-sign
27565,./lenet_images/8TSKZaeeKU4On9959BPonA_10.jpg,other-sign
27566,./lenet_images/8TSKZaeeKU4On9959BPonA_11.jpg,other-sign
27567,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_0.jpg,regulatory--keep-right--g4
27568,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_1.jpg,warning--road-narrows-right--g2
27569,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_2.jpg,other-sign
27570,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_3.jpg,regulatory--maximum-speed-limit-45--g3
27571,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_4.jpg,other-sign
27572,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_5.jpg,other-sign
27573,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_6.jpg,other-sign
27574,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_7.jpg,other-sign
27575,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_8.jpg,other-sign
27576,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_9.jpg,other-sign
27577,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_10.jpg,other-sign
27578,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_11.jpg,other-sign
27579,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_12.jpg,other-sign
27580,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_13.jpg,other-sign
27581,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_14.jpg,other-sign
27582,./lenet_images/8TSNNbshwVOx2ZN-poWUZg_15.jpg,other-sign
27583,./lenet_images/8TTIwdh0_41iOCAoLHHMzw_0.jpg,regulatory--maximum-speed-limit-50--g1
27584,./lenet_images/8TTIwdh0_41iOCAoLHHMzw_1.jpg,warning--traffic-merges-right--g1
27585,./lenet_images/8TTIwdh0_41iOCAoLHHMzw_2.jpg,regulatory--road-closed-to-vehicles--g1
27586,./lenet_images/8Tu8bgci9SfGNkQGQsaQ0Q_0.jpg,complementary--maximum-speed-limit-40--g1
27587,./lenet_images/8Tu8bgci9SfGNkQGQsaQ0Q_1.jpg,warning--texts--g3
27588,./lenet_images/8Tu8bgci9SfGNkQGQsaQ0Q_2.jpg,other-sign
27589,./lenet_images/8Tulh6gHKVTZVetBQnvRTw_0.jpg,other-sign
27590,./lenet_images/8Tulh6gHKVTZVetBQnvRTw_1.jpg,other-sign
27591,./lenet_images/8U3ioptZVuclG1cCABDxTw_0.jpg,regulatory--yield--g1
27592,./lenet_images/8U3ioptZVuclG1cCABDxTw_1.jpg,other-sign
27593,./lenet_images/8U3ioptZVuclG1cCABDxTw_2.jpg,other-sign
27594,./lenet_images/8U3ioptZVuclG1cCABDxTw_3.jpg,other-sign
27595,./lenet_images/8u3xOAEPdcI-APrr69Paow_0.jpg,complementary--one-direction-left--g1
27596,./lenet_images/8u3xOAEPdcI-APrr69Paow_1.jpg,other-sign
27597,./lenet_images/8u3xOAEPdcI-APrr69Paow_2.jpg,other-sign
27598,./lenet_images/8u3xOAEPdcI-APrr69Paow_3.jpg,other-sign
27599,./lenet_images/8u3xOAEPdcI-APrr69Paow_4.jpg,other-sign
27600,./lenet_images/8UaPc7noemM_PrD9ZWIAIg_0.jpg,other-sign
27601,./lenet_images/8UaPc7noemM_PrD9ZWIAIg_1.jpg,other-sign
27602,./lenet_images/8uDA66jIC255mj2iIpTM3w_0.jpg,other-sign
27603,./lenet_images/8uDA66jIC255mj2iIpTM3w_1.jpg,other-sign
27604,./lenet_images/8uDA66jIC255mj2iIpTM3w_2.jpg,other-sign
27605,./lenet_images/8uDA66jIC255mj2iIpTM3w_3.jpg,other-sign
27606,./lenet_images/8UeR0mpjjJLTo38MP_s4aA_0.jpg,warning--crossroads--g3
27607,./lenet_images/8UeR0mpjjJLTo38MP_s4aA_1.jpg,regulatory--no-overtaking--g5
27608,./lenet_images/8UeR0mpjjJLTo38MP_s4aA_2.jpg,other-sign
27609,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_0.jpg,regulatory--yield--g1
27610,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_1.jpg,other-sign
27611,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_2.jpg,complementary--chevron-left--g1
27612,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_3.jpg,other-sign
27613,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_4.jpg,other-sign
27614,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_5.jpg,other-sign
27615,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_6.jpg,other-sign
27616,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_7.jpg,other-sign
27617,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_8.jpg,other-sign
27618,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_9.jpg,other-sign
27619,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_10.jpg,other-sign
27620,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_11.jpg,other-sign
27621,./lenet_images/8ueui5-ubk_jeO6p0sBC7Q_12.jpg,other-sign
